id_video,id_komentar,id_author,author_name,like_count,text_original,text_display,updated_at
LwsAbFCexC4,UgzBFjd8vzYUd7E2bGN4AaABAg,UCWZ0r18COcXHw3LzFQ3DD9w,Rendy Ramadhan,1,Jadi ga tepat sasaran donk?. Menurut saya syarat sebelumnya sudah tepat. Hanya saja subsidinya kurang besar jd warga kurang mampu masih pikir2 untuk beli. Seandainya subsidinya 10jt kemungkinan warga kurang mampu pasti lebih berani untuk beli,Jadi ga tepat sasaran donk?. Menurut saya syarat sebelumnya sudah tepat. Hanya saja subsidinya kurang besar jd warga kurang mampu masih pikir2 untuk beli. Seandainya subsidinya 10jt kemungkinan warga kurang mampu pasti lebih berani untuk beli,2023-08-03 07:20:29+00:00
LwsAbFCexC4,Ugw_wdGd4wtfM4N--ox4AaABAg,UC9FSP1oI3aG5LB2LDJEONyA,kohar arief,1,"Untuk sementara mungkin subsidi itu sebaiknya diarahkan pd seragam sekolah, bila selama penggunakan seragam sekolah itu belum bisa dihapus oleh negara RI, yg mungkin subsidi pd seragam sekolah itu

bisa meminimalkan rasa marah atau jengkel kpd saudaranya yg sebangsa n setanah air yg TERUS MENERUS MERUSAK bangsa n negara RI dg melakukan KORUPSI dan semacamnya secara terus-menerus.
Ma'af jk saya salah","Untuk sementara mungkin subsidi itu sebaiknya diarahkan pd seragam sekolah, bila selama penggunakan seragam sekolah itu belum bisa dihapus oleh negara RI, yg mungkin subsidi pd seragam sekolah itu

bisa meminimalkan rasa marah atau jengkel kpd saudaranya yg sebangsa n setanah air yg TERUS MENERUS MERUSAK bangsa n negara RI dg melakukan KORUPSI dan semacamnya secara terus-menerus.
Ma'af jk saya salah",2023-08-03 05:08:13+00:00
LwsAbFCexC4,UgzZY-ZoTvfiVoOv8Dt4AaABAg,UC_bn760-NXd0xXg3BfKbRmQ,gema,0,Di kampung gw sekarang banyak banget bocil sama cewek yg pake motor listrik..,Di kampung gw sekarang banyak banget bocil sama cewek yg pake motor listrik..,2023-08-03 04:23:25+00:00
HhxHvnM5MR0,Ugxhg359PbSx8yP5yM94AaABAg,UCwUMkpIhhbmr_HdxeZqyH2A,F,0,Banyak kenderaan listrik buatan tiongkok direkam terbakar dan meletup di amerika..kerana masalah baterai..juga ia kenderaan yg berbahaya..,Banyak kenderaan listrik buatan tiongkok direkam terbakar dan meletup di amerika..kerana masalah baterai..juga ia kenderaan yg berbahaya..,2023-08-01 12:39:56+00:00
HhxHvnM5MR0,UgwzritHDvD9naYvia54AaABAg,UCbk-Dfkik7P1H_tLSR5Z6fw,Khoirudin 22,0,harganya pun masih terlalu mahal,harganya pun masih terlalu mahal,2023-07-29 11:08:07+00:00
HhxHvnM5MR0,UgytpyW7Exm1024zy0V4AaABAg,UC9AI2wTXFPoZ2Bn-KnALO4w,pemburu dolar,0,Bisa tahan 20 th ga yaa,Bisa tahan 20 th ga yaa,2023-07-29 08:54:25+00:00
HhxHvnM5MR0,UgxjV2FjkUFE23JpaCd4AaABAg,UCFieo04mp7UWv-P_JV0VRIw,Aris Ris,0,iklannya kudu kencang tuh.,iklannya kudu kencang tuh.,2023-07-28 23:58:30+00:00
HhxHvnM5MR0,UgwnjCqoykOu2Ill4QV4AaABAg,UC3oKRlcYRC0QyT6w7yQ8d0g,Rudyy Kip,0,KENDARAN LISTRIK PLG RAWAN KEBAKAR & TDK MUDAH DIPADAMKAN,KENDARAN LISTRIK PLG RAWAN KEBAKAR & TDK MUDAH DIPADAMKAN,2023-07-28 16:03:23+00:00
HhxHvnM5MR0,Ugy8ZZIStkA_V9-4w7V4AaABAg,UCt6dE6-Cx22j8mEdjCrGP0g,denis sined,0,"klo buat  sehari2 bagi w mobil listrik sih  sangat2 berguna.. tp klo perjalanan jauh w sih mikir lagi klo pake mobil listrik...
1...   charging station yg belum ada
2... klo keluar kota sudah pasti harus ada saudara yg ada dikota itu buat charge... 
3.. klo sudah banyak stasiun chrargenya jg.. kan ga kaya bensin tinggal isi beberapa menit langsung jalan lagi.. klo listrik kan butuh waktu yg ga sebentar.. 
4.. klo kritis bgt ga mungkin kan nyolokin listrik di minimarket or rumah org...","klo buat  sehari2 bagi w mobil listrik sih  sangat2 berguna.. tp klo perjalanan jauh w sih mikir lagi klo pake mobil listrik...
1...   charging station yg belum ada
2... klo keluar kota sudah pasti harus ada saudara yg ada dikota itu buat charge... 
3.. klo sudah banyak stasiun chrargenya jg.. kan ga kaya bensin tinggal isi beberapa menit langsung jalan lagi.. klo listrik kan butuh waktu yg ga sebentar.. 
4.. klo kritis bgt ga mungkin kan nyolokin listrik di minimarket or rumah org...",2023-07-28 14:55:46+00:00
HhxHvnM5MR0,UgxGrdA8dD3FNULB4Rd4AaABAg,UCGAwhcEc9Mm81buWvs5ZgPA,Lukman Effendi,0,"Bapak Luhut Panjaitan Yth, sebaiknya dipakai dulu sebagai mobil dinas masyarakat akan melihat hasilnya jangan hanya dijejeli dengan subsidi tidak laku, pakai logika ya pak maaf kalau ingin masyarakat beli terimakasih 🙏👍","Bapak Luhut Panjaitan Yth, sebaiknya dipakai dulu sebagai mobil dinas masyarakat akan melihat hasilnya jangan hanya dijejeli dengan subsidi tidak laku, pakai logika ya pak maaf kalau ingin masyarakat beli terimakasih 🙏👍",2023-07-28 10:23:53+00:00
HhxHvnM5MR0,Ugw_osI9is5z9jHD9454AaABAg,UCsixYy1K3OKiPVHZarzh3wA,Ricky Thunger,0,subsidi motor listrik tdk jalan karena pada umumnya ditolak oleh system,subsidi motor listrik tdk jalan karena pada umumnya ditolak oleh system,2023-07-27 09:20:51+00:00
HhxHvnM5MR0,UgzcY_niXwmvdUpXeLF4AaABAg,UCecYE-c4w04KJaW1xaqss0g,pelaut tradisional,0,"apa sieh.. kok mbulet, aslinya yo tiap SPBU seluruh Indonesia ada tempat nge-charge wes laku.. orng yg mau beli knp masih milih yg konvensional karena klo keluar kota khawatir mau ngecarger dimana..?? wong tdk semua tempat tersedia..! masak klo keluar daerah pulangnya harus ditowing kan gak lucu 😅","apa sieh.. kok mbulet, aslinya yo tiap SPBU seluruh Indonesia ada tempat nge-charge wes laku.. orng yg mau beli knp masih milih yg konvensional karena klo keluar kota khawatir mau ngecarger dimana..?? wong tdk semua tempat tersedia..! masak klo keluar daerah pulangnya harus ditowing kan gak lucu 😅",2023-07-22 13:36:57+00:00
HhxHvnM5MR0,Ugx7fgw4nttAS5QYwBR4AaABAg,UCw1sLdcjAtmVQpHKzalNgKg,Heangky Edem,0,buat larangan penjualan kendaraan konvensional,buat larangan penjualan kendaraan konvensional,2023-07-22 04:10:12+00:00
HhxHvnM5MR0,Ugym8DQyKPAzJntZCeZ4AaABAg,UCJVlEiJI3AbxFZMnhmD3K8g,Deddy jagad semesta,0,Tambah bikin rakyat susah,Tambah bikin rakyat susah,2023-07-20 07:40:34+00:00
HhxHvnM5MR0,UgxgCpUNJ5kpih1J6fN4AaABAg,UCVSZft7hTmR9eNvthR6f30g,Kris ND,0,"ekosistem nya belum siap, malah maksain suruh beli kendaraan listrik, kan ga sesuai banget","ekosistem nya belum siap, malah maksain suruh beli kendaraan listrik, kan ga sesuai banget",2023-07-17 06:33:24+00:00
HhxHvnM5MR0,UgxFMeOytVzzJo6iy5F4AaABAg,UC5cZqoeM8rV9S6HKff0f45A,TopTrainers,0,"kalau penjualan EV naik,, maka penjualan genset bakal naik juga ni  ","kalau penjualan EV naik,, maka penjualan genset bakal naik juga ni  ",2023-07-16 06:30:59+00:00
HhxHvnM5MR0,UgxcvX9LMnprk35PR3d4AaABAg,UCieZ7GIbr6hIVgZVfhT2fDA,parkir anovo,0,"Contohin dulu semua menteri ,dpr, mpr menggunakan mobil listri","Contohin dulu semua menteri ,dpr, mpr menggunakan mobil listri",2023-07-13 05:17:26+00:00
HhxHvnM5MR0,UgzeccWl2H7OLv0hhI54AaABAg,UC6rrSIXi2ZeHBSMyHF2Df7Q,Ida satya Ananda,0,"Ketersediaan station charging yang jadi masalah, kalo motor udah rame, tapi kalo mobil yang notaben nya sering di pake jalan jauh ya was was lah nanti habis batre tapi gak ada sation kan ribet tapi kalo motor paling di pake sekitar komplek doang,","Ketersediaan station charging yang jadi masalah, kalo motor udah rame, tapi kalo mobil yang notaben nya sering di pake jalan jauh ya was was lah nanti habis batre tapi gak ada sation kan ribet tapi kalo motor paling di pake sekitar komplek doang,",2023-07-13 04:49:15+00:00
e0nGMg-t12Y,UgwYT_PmnyAsk3O3dip4AaABAg,UCHYfFrt4ni1_MaFY-SK-qrw,Benny Wicaksono,0,"subsidi BBM dicabut biar mahal trus muncul si listrik ini dibilang hemat.

ini sih analoginya seperti perokok dan non perokok. banyak teorinya...kalo gak merokok sehari sekian2...sebulan sekian..dalam setahun bisa kebeli Nmax..,faktanya yg gak merokok gak kebeli juga motor tetep aja sama2 kredit, biarpun gak merokok gak kekumpul juga duit segitu.


ini juga pake mobil BBM keluar biaya sekian2...biaya ini itu perawan dll dalam setahun sekian juta...kalo pake mobil listrik cuma sekian.","subsidi BBM dicabut biar mahal trus muncul si listrik ini dibilang hemat.

ini sih analoginya seperti perokok dan non perokok. banyak teorinya...kalo gak merokok sehari sekian2...sebulan sekian..dalam setahun bisa kebeli Nmax..,faktanya yg gak merokok gak kebeli juga motor tetep aja sama2 kredit, biarpun gak merokok gak kekumpul juga duit segitu.


ini juga pake mobil BBM keluar biaya sekian2...biaya ini itu perawan dll dalam setahun sekian juta...kalo pake mobil listrik cuma sekian.",2023-07-12 07:45:19+00:00
HhxHvnM5MR0,Ugz6oZ8eFg8_9QCkfHx4AaABAg,UCkQgkk_ZbazjSgJBXEewVQg,Ary Nawan,0,Harga dan sperpartnya,Harga dan sperpartnya,2023-07-12 06:29:27+00:00
HhxHvnM5MR0,Ugw4c0eMIKC1XcKtYa14AaABAg,UCbyla0Y9uPbWn0RBMPb721A,Zar,0,"EV msih belum nyaman dsni,

klo dipaksain palingan cman Jabodetabek dan kota besar provinsi aj

tahan beli dlu

Skalian nunggu Sodium battery dan SolidState battery","EV msih belum nyaman dsni,

klo dipaksain palingan cman Jabodetabek dan kota besar provinsi aj

tahan beli dlu

Skalian nunggu Sodium battery dan SolidState battery",2023-07-11 15:18:15+00:00
HhxHvnM5MR0,Ugxnals4WC_p0IuGVsB4AaABAg,UCIINmJNZ2mV1gObFsfZyYOw,agung nugroho,0,"Nungguin pengganti lithium, yaitu solid state battery rilis resmi","Nungguin pengganti lithium, yaitu solid state battery rilis resmi",2023-07-11 14:14:22+00:00
HhxHvnM5MR0,UgztaWg5eBCTHJUotox4AaABAg,UCOT3r6-yCmGiF6fQOQZ0xuQ,ANWAR A,0,Dukung terus dan doakan supaya negara kita makmur bisa produksi sndirikan,Dukung terus dan doakan supaya negara kita makmur bisa produksi sndirikan,2023-07-11 13:44:22+00:00
HhxHvnM5MR0,UgwAD3ZeI8HU7tJghSZ4AaABAg,UCvY0thLlmQzhgD2rIEFtOHw,RandomWM,0,"Mobil listrik sesuati yg baru katanya, maka sdh dari jaman dlu ada. Karena kala itu belum efisien maka ditinggalkan. Mobil listrik ngerepotin, tidak efisien, mahal, dan mudah rusak. Belum lagi kalau beda brand beda juga bentuk baterai, beda bentuk power outlet, beda besaran AH baterai, dll.","Mobil listrik sesuati yg baru katanya, maka sdh dari jaman dlu ada. Karena kala itu belum efisien maka ditinggalkan. Mobil listrik ngerepotin, tidak efisien, mahal, dan mudah rusak. Belum lagi kalau beda brand beda juga bentuk baterai, beda bentuk power outlet, beda besaran AH baterai, dll.",2023-07-10 13:16:11+00:00
HhxHvnM5MR0,Ugz4NDNw8nbSFfxM8354AaABAg,UCdOYcR5eoiq5FKKc94JXknA,Nicky Anderson,0,Nanti mereka akan pake peraturan utk membuat nya jd laku.. dgn melarang ini dan itu.. atau bahkan ancaman pidana bagi yg menjual atau membeli mobil yg non listtik.. wkwk..wkwk.. gampang kan..,Nanti mereka akan pake peraturan utk membuat nya jd laku.. dgn melarang ini dan itu.. atau bahkan ancaman pidana bagi yg menjual atau membeli mobil yg non listtik.. wkwk..wkwk.. gampang kan..,2023-07-09 23:40:18+00:00
HhxHvnM5MR0,UgwpTFEpxjsXFSKYaV14AaABAg,UCye_w9RH5_EPygY4XgSOdeA,yudhi mypras,0,Yg masyarakat INGINKAN HARGA JUAL DAN BATRE YG MURAH BARU MAU BELI,Yg masyarakat INGINKAN HARGA JUAL DAN BATRE YG MURAH BARU MAU BELI,2023-07-09 22:51:21+00:00
HhxHvnM5MR0,Ugxm86L-s7nkGvFeGhd4AaABAg,UCgvlBYBWPObf00WZMCbMzhg,Putra Perdana,0,"ini aneh banget, subsidi kendaraan pribadi pake anggaran negara dibayarnya ke perusahaan mobil, malah didorong sampai program pengadaan mobil EV buat pejabat.... ini mah ngasih duit buat KKN proyek pengadaan EV mobil pejabat yg punya saham di perusahaan mobil, sembari dapet mobil baru pake anggaran negara yg didapat dari meras duit pajak masyarakat kecil.....

padahal Transportasi publik sendiri yang memadai cuman di Jakarta... kota-kota lain ga dibantu dan ga didorong untuk mengembangkan layanan transportasi publik yang merata... 

Nih ya padahal PARA AHLI KOTA, sudah menyatakan dengan kebijakan solid pada transportasi publik, bisa menurunkan kemacetan hingga dapat mengefisiensikan sistem pergerakan dalam kota, jadi lebih tepat waktu, kendaraan di jalan lebih efisien, warga kecil dapat menikmati, akhirnya pergerakan ekonomi lebih lancar... akibat lainnya bisa berkurang polusi, seraya fasilitas pendukung transport publik ditingkatkan, seperti: trotoar lebar, lahan PKL rapi, toko2 pinggir jalan hidup, dll, masyarakat kecil jadi lebih banyak kesempatan untuk membuka usaha di jalan yg banyak di lalui transportasi publik...

tapi ya, sebabnya itu semua susah terjadi ada di paragraf 1... wkwkwkwkk,","ini aneh banget, subsidi kendaraan pribadi pake anggaran negara dibayarnya ke perusahaan mobil, malah didorong sampai program pengadaan mobil EV buat pejabat.... ini mah ngasih duit buat KKN proyek pengadaan EV mobil pejabat yg punya saham di perusahaan mobil, sembari dapet mobil baru pake anggaran negara yg didapat dari meras duit pajak masyarakat kecil.....

padahal Transportasi publik sendiri yang memadai cuman di Jakarta... kota-kota lain ga dibantu dan ga didorong untuk mengembangkan layanan transportasi publik yang merata... 

Nih ya padahal PARA AHLI KOTA, sudah menyatakan dengan kebijakan solid pada transportasi publik, bisa menurunkan kemacetan hingga dapat mengefisiensikan sistem pergerakan dalam kota, jadi lebih tepat waktu, kendaraan di jalan lebih efisien, warga kecil dapat menikmati, akhirnya pergerakan ekonomi lebih lancar... akibat lainnya bisa berkurang polusi, seraya fasilitas pendukung transport publik ditingkatkan, seperti: trotoar lebar, lahan PKL rapi, toko2 pinggir jalan hidup, dll, masyarakat kecil jadi lebih banyak kesempatan untuk membuka usaha di jalan yg banyak di lalui transportasi publik...

tapi ya, sebabnya itu semua susah terjadi ada di paragraf 1... wkwkwkwkk,",2023-07-09 09:53:45+00:00
HhxHvnM5MR0,UgyPievX3l_ypHtbo2B4AaABAg,UCwbXnAbCj86USP6sZtVopaA,Erama Gh25,0,Gw pengen beli mobil listrik cuma ga ada duidnya bgsd,Gw pengen beli mobil listrik cuma ga ada duidnya bgsd,2023-07-07 13:25:38+00:00
HhxHvnM5MR0,UgySOUPyxBMGjbHozah4AaABAg,UCQUjIJyhk9fiFK1KBPpSAww,MercyMe,0,Infrastruktur belom memadai tapi harga unit yang mahal,Infrastruktur belom memadai tapi harga unit yang mahal,2023-07-07 11:16:57+00:00
HhxHvnM5MR0,Ugwp4q-M41KTZ4GawjF4AaABAg,UCtLnMNGxpub-QhIhCLJf79w,Inta,0,"Coba di cek, pejabat2 dan staff yang ngomong soal mobil listrik, sehari2ya sudah pakai mobil listrik belum?","Coba di cek, pejabat2 dan staff yang ngomong soal mobil listrik, sehari2ya sudah pakai mobil listrik belum?",2023-07-07 03:56:45+00:00
HhxHvnM5MR0,Ugx5hI92vUPSncyzjoZ4AaABAg,UCPlrgpvnU105TR1gUBcp0yg,MMD DS,0,kalau lagi musim hujan + banjir keknya bahaya kalau pake mobil listrik. apalagi perawatannya ribet + ganti baterai yang mahal,kalau lagi musim hujan + banjir keknya bahaya kalau pake mobil listrik. apalagi perawatannya ribet + ganti baterai yang mahal,2023-07-06 22:35:49+00:00
HhxHvnM5MR0,UgxlZXQ5ENzAv5BuvV14AaABAg,UCsAmhxJc9UkNtjnx9II9s9w,Sky Editing Batam,0,"saya yakin masyarakat akan beralih ke mobil listrik apabila harganya disamakan dengan mobil berbahan bakar fosil selain itu para produsen mobil saat ini diberikan kewajiban memproduksi mobil listrik dengan bentuk yg sama dengan mobil berbahan bakar fosil yang biasa mereka produksi hanya saja dibuat versi listriknya, gak seperti yang ada saat ini mobil listrik termurah ukurannya kecil, ingat masyarakat yang beli mobil itu mayoritas hanya membeli 1 kendaraan yang akan membawa 1 keluarga","saya yakin masyarakat akan beralih ke mobil listrik apabila harganya disamakan dengan mobil berbahan bakar fosil selain itu para produsen mobil saat ini diberikan kewajiban memproduksi mobil listrik dengan bentuk yg sama dengan mobil berbahan bakar fosil yang biasa mereka produksi hanya saja dibuat versi listriknya, gak seperti yang ada saat ini mobil listrik termurah ukurannya kecil, ingat masyarakat yang beli mobil itu mayoritas hanya membeli 1 kendaraan yang akan membawa 1 keluarga",2023-07-06 16:16:15+00:00
HhxHvnM5MR0,Ugx8_EzV1yvHhp0hK-V4AaABAg,UCvdnUub_EN5xTR1_ZEl-3MQ,Abner Moses,0,"Selama masih ada mobil bensin...mobil listrik gak akan laku.
Harga mobil listrik masih lebih mahal.","Selama masih ada mobil bensin...mobil listrik gak akan laku.
Harga mobil listrik masih lebih mahal.",2023-07-06 11:38:46+00:00
HhxHvnM5MR0,UgyliI-ZU8DsDwAYXbV4AaABAg,UCMWPEUbC8RmT2vZaXfq3RXw,Midhian Subekti,1,"Bukan gak mau beli,tapi terlalu mahal😅","Bukan gak mau beli,tapi terlalu mahal😅",2023-07-06 10:22:07+00:00
HhxHvnM5MR0,UgwLp2Ai329bzdpRV2x4AaABAg,UC1watgS24Mp7s2y0he2kmWA,axel & yola,0,"Toh ini teknologi baru pasti developnya belum 100% sempurna. mesin bensin oke develop yg uda ratusan tahun.

Kami kuatir mirip hnphone pemakaian 5 tahun batre kalau ga kembung ya batre drop 😂... 

Kalau EV bisa kerja sama ama rakkipanda, vizz okee juga sihhh","Toh ini teknologi baru pasti developnya belum 100% sempurna. mesin bensin oke develop yg uda ratusan tahun.

Kami kuatir mirip hnphone pemakaian 5 tahun batre kalau ga kembung ya batre drop 😂... 

Kalau EV bisa kerja sama ama rakkipanda, vizz okee juga sihhh",2023-07-06 07:38:12+00:00
e0nGMg-t12Y,Ugz15XcYwVifRXEi_ix4AaABAg,UCphpSHRvnyND5x3S2_jFiAg,Willoughbia elmerii,0,Lebih efisien ndak beli. Ndak ada duitnya. Yang mau dikorupsi juga ndak ada.,Lebih efisien ndak beli. Ndak ada duitnya. Yang mau dikorupsi juga ndak ada.,2023-07-06 05:48:21+00:00
HhxHvnM5MR0,Ugwvfthm39DfWlZ5vn14AaABAg,UCDfvScfcrm4rvTSy0JhkYVw,calon pengkhianat,0,Proyek ambisius....yg gagal total....,Proyek ambisius....yg gagal total....,2023-07-06 05:23:11+00:00
e0nGMg-t12Y,UgyIQSTuXSuVyIE3jjJ4AaABAg,UCYJWD91R4lkcyWp1kBJRd-Q,Bun pie Ang,0,1:08 tempat chas nya tambah belum,1:08 tempat chas nya tambah belum,2023-07-06 04:42:29+00:00
HhxHvnM5MR0,UgxyIZFWsg81fFnfZ9V4AaABAg,UC-9AO_njUrTTufNMOVXylaw,Boby rico,0,Hayo bingung dia..iru kan punya dia 😂,Hayo bingung dia..iru kan punya dia 😂,2023-07-06 03:40:30+00:00
e0nGMg-t12Y,Ugz1STFVIyQaVM-3gV54AaABAg,UCyJ-xk73w1sAk2QHHE50yeA,Cristalwrap,0,Omong kosong berita mantap fakta zero,Omong kosong berita mantap fakta zero,2023-07-06 03:17:04+00:00
e0nGMg-t12Y,UgyWh6o1hmq0fQPLpVN4AaABAg,UCG3EfsJMFi9_mhnv_0r79tg,Budiman Tedja Saputra,0,"Sudah banyak yang bahas tentang efisiensi mobil listrik... + Mengurangi polusi udara lagi. 😂
Tapi... Bagi CEO Toyota, memproduksi mobil listrik akan mencemarkan Udara ! 😂🤣😂😂😂 Memang Toyota mengusai pembuatan mobil listrik ????? 😳🤭
Bagaimana dia Bisa mencapai jabatan level CEO perusahaan ? 🤭","Sudah banyak yang bahas tentang efisiensi mobil listrik... + Mengurangi polusi udara lagi. 😂
Tapi... Bagi CEO Toyota, memproduksi mobil listrik akan mencemarkan Udara ! 😂🤣😂😂😂 Memang Toyota mengusai pembuatan mobil listrik ????? 😳🤭
Bagaimana dia Bisa mencapai jabatan level CEO perusahaan ? 🤭",2023-07-06 03:14:39+00:00
e0nGMg-t12Y,Ugyb9HTgrB3QUknxcGR4AaABAg,UC9BKMuux0md49OQ5QWF_oGQ,Indra Fahri ( shadow TV MAN ),0,Iya gw di jalan sering banget ketemu kendaraan listrik di jalan,Iya gw di jalan sering banget ketemu kendaraan listrik di jalan,2023-07-06 02:57:10+00:00
e0nGMg-t12Y,UgwhfeyoAqCQWJ59_4J4AaABAg,UCWnp0trHb1oQX1iA1_JHB5w,gameoff,0,Mending turu belum juga punya mobil malah ada iklan  mobil listrik ampun gusti,Mending turu belum juga punya mobil malah ada iklan  mobil listrik ampun gusti,2023-07-06 01:20:11+00:00
HhxHvnM5MR0,UgxWf81-u7NhKzyBgOt4AaABAg,UCcYeB8-WEN__8uV9UiQHCKQ,Eddy Jocom,0,apa   yang   rakyat   mau     ?     chanel  apa    ini     ?     👎👎👎👎👎,apa   yang   rakyat   mau     ?     chanel  apa    ini     ?     👎👎👎👎👎,2023-07-06 00:38:54+00:00
